Date,Visitor/Neutral,Points,Home/Neutral,PTS,box_score_text,overtimes,Attendance,Length of Game,Arena,Notes
"Fri, Jan 2, 1981",Phoenix Suns,133,Denver Nuggets,132,Box Score,,"10,514",,McNichols Sports Arena,
"Fri, Jan 2, 1981",New York Knicks,100,Detroit Pistons,102,Box Score,,"6,043",,Pontiac Silverdome,
"Fri, Jan 2, 1981",Boston Celtics,106,Golden State Warriors,121,Box Score,,"13,239",2:17,Oakland-Alameda County Coliseum Arena,
"Fri, Jan 2, 1981",Utah Jazz,95,Kansas City Kings,101,Box Score,,"8,167",,Kemper Arena,
"Fri, Jan 2, 1981",Cleveland Cavaliers,111,New Jersey Nets,105,Box Score,,"7,147",,Rutgers Athletic Center,
"Fri, Jan 2, 1981",Los Angeles Lakers,112,San Antonio Spurs,118,Box Score,,"14,722",,HemisFair Arena,
"Fri, Jan 2, 1981",Philadelphia 76ers,120,Seattle SuperSonics,117,Box Score,OT,"23,654",,Seattle Kingdome,
"Fri, Jan 2, 1981",Chicago Bulls,92,Washington Bullets,82,Box Score,,"7,485",,Capital Centre,
"Sat, Jan 3, 1981",San Antonio Spurs,119,Chicago Bulls,111,Box Score,,"14,572",,Chicago Stadium,
"Sat, Jan 3, 1981",Washington Bullets,112,Cleveland Cavaliers,132,Box Score,,"3,902",,Coliseum at Richfield,
"Sat, Jan 3, 1981",Philadelphia 76ers,119,Golden State Warriors,105,Box Score,,"13,239",,Oakland-Alameda County Coliseum Arena,
"Sat, Jan 3, 1981",Denver Nuggets,134,Houston Rockets,132,Box Score,,"8,160",,The Summit,
"Sat, Jan 3, 1981",San Diego Clippers,104,Indiana Pacers,128,Box Score,,"8,614",,Market Square Arena,
"Sat, Jan 3, 1981",Atlanta Hawks,95,New York Knicks,131,Box Score,,"12,487",,Madison Square Garden (IV),
"Sat, Jan 3, 1981",Portland Trail Blazers,103,Utah Jazz,109,Box Score,,"7,940",,Salt Palace,
"Sun, Jan 4, 1981",San Diego Clippers,95,Milwaukee Bucks,128,Box Score,,"11,052",,MECCA Arena,
"Sun, Jan 4, 1981",Indiana Pacers,113,New Jersey Nets,104,Box Score,,"7,931",,Rutgers Athletic Center,
"Sun, Jan 4, 1981",Boston Celtics,120,Portland Trail Blazers,111,Box Score,,"12,666",1:57,Memorial Coliseum,
"Mon, Jan 5, 1981",Dallas Mavericks,89,Seattle SuperSonics,103,Box Score,,"12,210",,Seattle Kingdome,
"Tue, Jan 6, 1981",Phoenix Suns,113,Atlanta Hawks,106,Box Score,,"7,496",,Omni Coliseum,
"Tue, Jan 6, 1981",San Diego Clippers,93,Chicago Bulls,108,Box Score,,"6,046",,Chicago Stadium,
"Tue, Jan 6, 1981",Washington Bullets,98,Los Angeles Lakers,107,Box Score,,"11,033",,The Forum,
"Tue, Jan 6, 1981",New Jersey Nets,86,Milwaukee Bucks,102,Box Score,,"11,052",,MECCA Arena,
"Tue, Jan 6, 1981",San Antonio Spurs,113,New York Knicks,108,Box Score,,"13,381",,Madison Square Garden (IV),
"Tue, Jan 6, 1981",Detroit Pistons,90,Portland Trail Blazers,110,Box Score,,"12,666",,Memorial Coliseum,
"Wed, Jan 7, 1981",Phoenix Suns,90,Boston Celtics,108,Box Score,,"15,320",2:05,Boston Garden,
"Wed, Jan 7, 1981",Utah Jazz,121,Denver Nuggets,117,Box Score,,"8,735",,McNichols Sports Arena,
"Wed, Jan 7, 1981",Dallas Mavericks,111,Golden State Warriors,109,Box Score,,"7,246",,Oakland-Alameda County Coliseum Arena,
"Wed, Jan 7, 1981",Kansas City Kings,114,Houston Rockets,108,Box Score,,"8,220",,The Summit,
"Wed, Jan 7, 1981",New Jersey Nets,103,Indiana Pacers,112,Box Score,,"6,291",,Market Square Arena,
"Wed, Jan 7, 1981",San Antonio Spurs,102,Philadelphia 76ers,135,Box Score,,"10,999",,The Spectrum,
"Wed, Jan 7, 1981",Detroit Pistons,94,Seattle SuperSonics,99,Box Score,,"12,799",,Seattle Kingdome,
"Thu, Jan 8, 1981",Washington Bullets,118,Kansas City Kings,136,Box Score,,"7,324",,Kemper Arena,
"Thu, Jan 8, 1981",Atlanta Hawks,95,Milwaukee Bucks,98,Box Score,,"11,052",,MECCA Arena,
"Thu, Jan 8, 1981",Indiana Pacers,116,New York Knicks,115,Box Score,OT,"10,143",,Madison Square Garden (IV),
"Thu, Jan 8, 1981",Dallas Mavericks,97,Utah Jazz,99,Box Score,,"7,239",,Salt Palace,
"Fri, Jan 9, 1981",Cleveland Cavaliers,108,Atlanta Hawks,107,Box Score,OT,"9,398",,Omni Coliseum,
"Fri, Jan 9, 1981",Chicago Bulls,111,Boston Celtics,117,Box Score,OT,"15,320",2:17,Boston Garden,
"Fri, Jan 9, 1981",Seattle SuperSonics,87,Los Angeles Lakers,92,Box Score,,"12,596",,The Forum,
"Fri, Jan 9, 1981",Phoenix Suns,112,New Jersey Nets,95,Box Score,,"8,305",,Rutgers Athletic Center,
"Fri, Jan 9, 1981",Houston Rockets,94,Philadelphia 76ers,107,Box Score,,"11,432",,The Spectrum,
"Fri, Jan 9, 1981",Portland Trail Blazers,86,San Antonio Spurs,102,Box Score,,"12,204",,HemisFair Arena,
"Fri, Jan 9, 1981",Denver Nuggets,130,San Diego Clippers,116,Box Score,,"4,560",,San Diego Sports Arena,
"Sat, Jan 10, 1981",Philadelphia 76ers,117,Chicago Bulls,102,Box Score,,"18,809",,Chicago Stadium,
"Sat, Jan 10, 1981",New York Knicks,104,Cleveland Cavaliers,99,Box Score,,"6,321",,Coliseum at Richfield,
"Sat, Jan 10, 1981",Washington Bullets,106,Dallas Mavericks,94,Box Score,,"8,021",,Reunion Arena,
"Sat, Jan 10, 1981",Detroit Pistons,103,Golden State Warriors,105,Box Score,,"8,389",,Oakland-Alameda County Coliseum Arena,
"Sat, Jan 10, 1981",Portland Trail Blazers,105,Houston Rockets,106,Box Score,,"8,642",,The Summit,
"Sat, Jan 10, 1981",Milwaukee Bucks,102,Indiana Pacers,106,Box Score,,"14,505",,Market Square Arena,
"Sat, Jan 10, 1981",Boston Celtics,117,New Jersey Nets,115,Box Score,,"8,774",2:08,Rutgers Athletic Center,
"Sat, Jan 10, 1981",Denver Nuggets,116,Seattle SuperSonics,119,Box Score,,"18,645",,Seattle Kingdome,
"Sat, Jan 10, 1981",Kansas City Kings,99,Utah Jazz,92,Box Score,,"9,553",,Salt Palace,
"Sun, Jan 11, 1981",San Diego Clippers,115,Kansas City Kings,105,Box Score,,"7,493",,Kemper Arena,
"Sun, Jan 11, 1981",Detroit Pistons,108,Los Angeles Lakers,117,Box Score,,"11,195",,The Forum,
"Sun, Jan 11, 1981",Phoenix Suns,109,Milwaukee Bucks,123,Box Score,,"11,052",1:55,MECCA Arena,
"Sun, Jan 11, 1981",Washington Bullets,106,San Antonio Spurs,137,Box Score,,"8,032",,HemisFair Arena,
"Sun, Jan 11, 1981",Golden State Warriors,106,Seattle SuperSonics,98,Box Score,,"14,580",,Seattle Kingdome,
"Tue, Jan 13, 1981",Los Angeles Lakers,108,Cleveland Cavaliers,104,Box Score,,"7,316",,Coliseum at Richfield,
"Tue, Jan 13, 1981",Chicago Bulls,106,Dallas Mavericks,112,Box Score,,"5,771",,Reunion Arena,
"Tue, Jan 13, 1981",Atlanta Hawks,132,Denver Nuggets,135,Box Score,,"8,483",,McNichols Sports Arena,
"Tue, Jan 13, 1981",Milwaukee Bucks,119,Detroit Pistons,96,Box Score,,"4,178",,Pontiac Silverdome,
"Tue, Jan 13, 1981",Boston Celtics,93,New York Knicks,89,Box Score,,"18,520",2:01,Madison Square Garden (IV),
"Tue, Jan 13, 1981",Seattle SuperSonics,99,Phoenix Suns,104,Box Score,,"12,506",,Arizona Veterans Memorial Coliseum,
"Wed, Jan 14, 1981",Cleveland Cavaliers,113,Boston Celtics,120,Box Score,,"15,320",2:04,Boston Garden,
"Wed, Jan 14, 1981",Utah Jazz,110,Golden State Warriors,107,Box Score,,"10,793",,Oakland-Alameda County Coliseum Arena,
"Wed, Jan 14, 1981",Chicago Bulls,105,Houston Rockets,109,Box Score,,"7,261",,The Summit,
"Wed, Jan 14, 1981",Detroit Pistons,99,Indiana Pacers,101,Box Score,,"7,237",,Market Square Arena,
"Wed, Jan 14, 1981",Portland Trail Blazers,110,Kansas City Kings,91,Box Score,,"6,791",,Kemper Arena,
"Wed, Jan 14, 1981",New Jersey Nets,105,Philadelphia 76ers,110,Box Score,,"5,896",,The Spectrum,
"Wed, Jan 14, 1981",Denver Nuggets,102,Phoenix Suns,128,Box Score,,"11,330",,Arizona Veterans Memorial Coliseum,
"Wed, Jan 14, 1981",New York Knicks,105,San Antonio Spurs,116,Box Score,,"11,429",,HemisFair Arena,
"Wed, Jan 14, 1981",Atlanta Hawks,85,San Diego Clippers,106,Box Score,,"4,463",,San Diego Sports Arena,
"Wed, Jan 14, 1981",Los Angeles Lakers,104,Washington Bullets,114,Box Score,,"10,372",,Capital Centre,
"Thu, Jan 15, 1981",Washington Bullets,106,Detroit Pistons,89,Box Score,,"3,082",,Pontiac Silverdome,
"Thu, Jan 15, 1981",Philadelphia 76ers,110,Milwaukee Bucks,113,Box Score,,"11,052",,MECCA Arena,
"Fri, Jan 16, 1981",San Antonio Spurs,85,Boston Celtics,94,Box Score,,"15,320",1:52,Boston Garden,
"Fri, Jan 16, 1981",Portland Trail Blazers,113,Chicago Bulls,112,Box Score,,"8,089",,Chicago Stadium,
"Fri, Jan 16, 1981",New York Knicks,110,Dallas Mavericks,118,Box Score,,"10,473",,Reunion Arena,
"Fri, Jan 16, 1981",Atlanta Hawks,111,Golden State Warriors,110,Box Score,,"7,833",,Oakland-Alameda County Coliseum Arena,
"Fri, Jan 16, 1981",Seattle SuperSonics,95,Indiana Pacers,94,Box Score,,"10,775",,Market Square Arena,
"Fri, Jan 16, 1981",Kansas City Kings,112,Milwaukee Bucks,118,Box Score,OT,"11,052",,MECCA Arena,
"Fri, Jan 16, 1981",Los Angeles Lakers,113,New Jersey Nets,111,Box Score,,"8,462",,Rutgers Athletic Center,
"Fri, Jan 16, 1981",Cleveland Cavaliers,119,Philadelphia 76ers,137,Box Score,,"11,138",,The Spectrum,
"Fri, Jan 16, 1981",Houston Rockets,89,Phoenix Suns,92,Box Score,,"11,396",1:56,Arizona Veterans Memorial Coliseum,
"Fri, Jan 16, 1981",San Diego Clippers,109,Utah Jazz,112,Box Score,,"6,721",,Salt Palace,
"Sat, Jan 17, 1981",Cleveland Cavaliers,110,Chicago Bulls,98,Box Score,,"9,669",,Chicago Stadium,
"Sat, Jan 17, 1981",New Jersey Nets,116,Detroit Pistons,104,Box Score,,"7,077",,Pontiac Silverdome,
"Sat, Jan 17, 1981",New York Knicks,99,Houston Rockets,98,Box Score,,"11,359",,The Summit,
"Sat, Jan 17, 1981",Denver Nuggets,123,Kansas City Kings,122,Box Score,,"7,297",,Kemper Arena,
"Sat, Jan 17, 1981",San Antonio Spurs,93,Washington Bullets,103,Box Score,,"10,614",,Capital Centre,
"Sun, Jan 18, 1981",Los Angeles Lakers,96,Boston Celtics,98,Box Score,,"15,320",2:06,Boston Garden,
"Sun, Jan 18, 1981",Houston Rockets,98,Denver Nuggets,97,Box Score,,"11,261",,McNichols Sports Arena,
"Sun, Jan 18, 1981",Utah Jazz,89,Indiana Pacers,110,Box Score,,"12,279",,Market Square Arena,
"Sun, Jan 18, 1981",Portland Trail Blazers,103,Milwaukee Bucks,110,Box Score,,"11,052",,MECCA Arena,
"Sun, Jan 18, 1981",Seattle SuperSonics,92,Philadelphia 76ers,113,Box Score,,"10,134",,The Spectrum,
"Sun, Jan 18, 1981",Atlanta Hawks,86,Phoenix Suns,120,Box Score,,"12,121",,Arizona Veterans Memorial Coliseum,
"Sun, Jan 18, 1981",Dallas Mavericks,109,San Diego Clippers,115,Box Score,,"3,980",,San Diego Sports Arena,
"Sun, Jan 18, 1981",New Jersey Nets,99,Washington Bullets,110,Box Score,,"7,228",,Capital Centre,
"Mon, Jan 19, 1981",Detroit Pistons,90,Boston Celtics,92,Box Score,,"9,941",2:03,Hartford Civic Center,"at Hartford, CT"
"Tue, Jan 20, 1981",Indiana Pacers,105,Chicago Bulls,121,Box Score,,"5,519",,Chicago Stadium,
"Tue, Jan 20, 1981",Portland Trail Blazers,94,Cleveland Cavaliers,99,Box Score,,"4,866",,Coliseum at Richfield,
"Tue, Jan 20, 1981",Kansas City Kings,104,Dallas Mavericks,91,Box Score,,"5,899",,Reunion Arena,
"Tue, Jan 20, 1981",Philadelphia 76ers,75,Detroit Pistons,83,Box Score,,"8,584",,Pontiac Silverdome,
"Tue, Jan 20, 1981",Seattle SuperSonics,97,New York Knicks,98,Box Score,,"11,260",,Madison Square Garden (IV),
"Tue, Jan 20, 1981",Phoenix Suns,112,San Antonio Spurs,119,Box Score,OT,"11,883",,HemisFair Arena,
"Tue, Jan 20, 1981",Utah Jazz,113,Washington Bullets,121,Box Score,,"8,615",,Capital Centre,
"Wed, Jan 21, 1981",Utah Jazz,87,Boston Celtics,117,Box Score,,"15,320",2:01,Boston Garden,
"Wed, Jan 21, 1981",San Diego Clippers,125,Denver Nuggets,116,Box Score,,"7,528",,McNichols Sports Arena,
"Wed, Jan 21, 1981",Milwaukee Bucks,105,Golden State Warriors,98,Box Score,,"13,239",,Oakland-Alameda County Coliseum Arena,
"Wed, Jan 21, 1981",Phoenix Suns,100,Houston Rockets,106,Box Score,,"8,325",,The Summit,
"Wed, Jan 21, 1981",San Antonio Spurs,108,Kansas City Kings,115,Box Score,,"7,627",,Kemper Arena,
"Wed, Jan 21, 1981",Atlanta Hawks,106,Los Angeles Lakers,116,Box Score,,"10,389",,The Forum,
"Wed, Jan 21, 1981",Seattle SuperSonics,122,New Jersey Nets,126,Box Score,OT,"7,010",,Rutgers Athletic Center,
"Wed, Jan 21, 1981",Indiana Pacers,104,Philadelphia 76ers,118,Box Score,,"9,752",,The Spectrum,
"Thu, Jan 22, 1981",New Jersey Nets,94,Cleveland Cavaliers,108,Box Score,,"4,142",,Coliseum at Richfield,
"Thu, Jan 22, 1981",Chicago Bulls,125,Detroit Pistons,92,Box Score,,"3,303",,Pontiac Silverdome,
"Thu, Jan 22, 1981",New York Knicks,100,San Diego Clippers,93,Box Score,,"9,797",,San Diego Sports Arena,
"Thu, Jan 22, 1981",Philadelphia 76ers,128,Washington Bullets,116,Box Score,,"13,618",,Capital Centre,
"Fri, Jan 23, 1981",Cleveland Cavaliers,106,Atlanta Hawks,98,Box Score,,"9,820",,Omni Coliseum,
"Fri, Jan 23, 1981",Indiana Pacers,103,Boston Celtics,104,Box Score,,"15,320",2:04,Boston Garden,
"Fri, Jan 23, 1981",Dallas Mavericks,98,Chicago Bulls,106,Box Score,,"7,836",,Chicago Stadium,
"Fri, Jan 23, 1981",Houston Rockets,107,Kansas City Kings,113,Box Score,,"7,290",,Kemper Arena,
"Fri, Jan 23, 1981",Denver Nuggets,105,Los Angeles Lakers,110,Box Score,,"14,813",,The Forum,
"Fri, Jan 23, 1981",Milwaukee Bucks,122,Phoenix Suns,131,Box Score,,"12,660",2:10,Arizona Veterans Memorial Coliseum,
"Fri, Jan 23, 1981",New York Knicks,90,Portland Trail Blazers,117,Box Score,,"12,666",,Memorial Coliseum,
"Fri, Jan 23, 1981",Golden State Warriors,103,Utah Jazz,101,Box Score,,"6,247",,Salt Palace,
"Fri, Jan 23, 1981",Seattle SuperSonics,91,Washington Bullets,103,Box Score,,"10,618",,Capital Centre,
"Sat, Jan 24, 1981",Chicago Bulls,104,Atlanta Hawks,102,Box Score,,"9,662",,Omni Coliseum,
"Sat, Jan 24, 1981",San Antonio Spurs,115,Denver Nuggets,129,Box Score,,"10,729",,McNichols Sports Arena,
"Sat, Jan 24, 1981",Cleveland Cavaliers,94,Detroit Pistons,117,Box Score,,"4,366",,Pontiac Silverdome,
"Sat, Jan 24, 1981",New York Knicks,110,Golden State Warriors,117,Box Score,,"12,349",,Oakland-Alameda County Coliseum Arena,
"Sat, Jan 24, 1981",Utah Jazz,91,Houston Rockets,106,Box Score,,"8,871",,The Summit,
"Sat, Jan 24, 1981",Dallas Mavericks,89,Indiana Pacers,107,Box Score,,"12,636",,Market Square Arena,
"Sat, Jan 24, 1981",Milwaukee Bucks,121,San Diego Clippers,117,Box Score,,"8,742",,San Diego Sports Arena,
"Sun, Jan 25, 1981",Seattle SuperSonics,106,Boston Celtics,115,Box Score,,"15,320",1:59,Boston Garden,
"Sun, Jan 25, 1981",Washington Bullets,118,New Jersey Nets,100,Box Score,,"7,156",,Rutgers Athletic Center,
"Sun, Jan 25, 1981",Phoenix Suns,93,Philadelphia 76ers,98,Box Score,,"14,893",2:11,The Spectrum,
"Sun, Jan 25, 1981",San Antonio Spurs,100,Portland Trail Blazers,118,Box Score,,"12,666",,Memorial Coliseum,
"Mon, Jan 26, 1981",Portland Trail Blazers,112,Los Angeles Lakers,124,Box Score,,"10,681",,The Forum,
"Mon, Jan 26, 1981",Phoenix Suns,99,New York Knicks,94,Box Score,,"14,950",,Madison Square Garden (IV),
"Mon, Jan 26, 1981",Detroit Pistons,99,Utah Jazz,102,Box Score,,"5,826",,Salt Palace,
"Tue, Jan 27, 1981",Washington Bullets,105,Atlanta Hawks,104,Box Score,,"7,090",,Omni Coliseum,
"Tue, Jan 27, 1981",Golden State Warriors,101,Chicago Bulls,118,Box Score,,"8,742",,Chicago Stadium,
"Tue, Jan 27, 1981",Indiana Pacers,109,Cleveland Cavaliers,114,Box Score,,"4,211",,Coliseum at Richfield,
"Tue, Jan 27, 1981",New Jersey Nets,112,Dallas Mavericks,100,Box Score,,"5,727",,Reunion Arena,
"Tue, Jan 27, 1981",Detroit Pistons,123,Denver Nuggets,143,Box Score,,"8,249",,McNichols Sports Arena,
"Tue, Jan 27, 1981",Utah Jazz,104,Los Angeles Lakers,111,Box Score,,"10,453",,The Forum,
"Tue, Jan 27, 1981",Kansas City Kings,114,San Diego Clippers,119,Box Score,,"4,382",,San Diego Sports Arena,
"Wed, Jan 28, 1981",Philadelphia 76ers,101,Boston Celtics,104,Box Score,,"15,320",2:03,Boston Garden,
"Wed, Jan 28, 1981",New Jersey Nets,99,Houston Rockets,111,Box Score,,"8,294",,The Summit,
"Wed, Jan 28, 1981",Golden State Warriors,102,Indiana Pacers,108,Box Score,,"11,129",,Market Square Arena,
"Wed, Jan 28, 1981",Milwaukee Bucks,119,Seattle SuperSonics,110,Box Score,,"16,409",,Seattle Kingdome,
"Wed, Jan 28, 1981",Phoenix Suns,98,Washington Bullets,108,Box Score,,"9,347",,Capital Centre,
"Thu, Jan 29, 1981",New York Knicks,114,Atlanta Hawks,111,Box Score,,"7,336",,Omni Coliseum,
"Thu, Jan 29, 1981",Boston Celtics,85,Chicago Bulls,108,Box Score,,"15,163",1:55,Chicago Stadium,
"Thu, Jan 29, 1981",Phoenix Suns,111,Cleveland Cavaliers,115,Box Score,,"5,489",,Coliseum at Richfield,
"Thu, Jan 29, 1981",Milwaukee Bucks,118,Denver Nuggets,131,Box Score,,"9,845",,McNichols Sports Arena,
"Thu, Jan 29, 1981",Golden State Warriors,117,Detroit Pistons,112,Box Score,,"3,335",,Pontiac Silverdome,
"Thu, Jan 29, 1981",Kansas City Kings,104,Los Angeles Lakers,118,Box Score,,"11,058",,The Forum,
"Thu, Jan 29, 1981",New Jersey Nets,108,San Antonio Spurs,122,Box Score,,"10,018",,HemisFair Arena,
"Thu, Jan 29, 1981",Portland Trail Blazers,108,San Diego Clippers,106,Box Score,,"5,128",,San Diego Sports Arena,
"Thu, Jan 29, 1981",Houston Rockets,97,Utah Jazz,99,Box Score,,"6,657",,Salt Palace,
"Tue, Feb 3, 1981",Philadelphia 76ers,97,Atlanta Hawks,93,Box Score,,"11,616",,Omni Coliseum,
"Tue, Feb 3, 1981",Kansas City Kings,121,Dallas Mavericks,100,Box Score,,"5,335",,Reunion Arena,
"Tue, Feb 3, 1981",Denver Nuggets,128,Houston Rockets,135,Box Score,OT,"9,578",,The Summit,
"Tue, Feb 3, 1981",Indiana Pacers,108,Milwaukee Bucks,99,Box Score,,"11,052",,MECCA Arena,
"Tue, Feb 3, 1981",San Diego Clippers,98,New York Knicks,101,Box Score,,"9,969",,Madison Square Garden (IV),
"Tue, Feb 3, 1981",Washington Bullets,104,Portland Trail Blazers,111,Box Score,OT,"12,666",,Memorial Coliseum,
"Tue, Feb 3, 1981",Detroit Pistons,99,San Antonio Spurs,102,Box Score,,"8,616",,HemisFair Arena,
"Wed, Feb 4, 1981",Chicago Bulls,109,Cleveland Cavaliers,96,Box Score,,"4,573",,Coliseum at Richfield,
"Wed, Feb 4, 1981",San Antonio Spurs,135,Denver Nuggets,132,Box Score,,"9,117",,McNichols Sports Arena,
"Wed, Feb 4, 1981",Portland Trail Blazers,100,Golden State Warriors,115,Box Score,,"10,465",,Oakland-Alameda County Coliseum Arena,
"Wed, Feb 4, 1981",Dallas Mavericks,68,Houston Rockets,116,Box Score,,"8,353",,The Summit,
"Wed, Feb 4, 1981",Los Angeles Lakers,102,Indiana Pacers,96,Box Score,,"15,966",,Market Square Arena,
"Wed, Feb 4, 1981",Detroit Pistons,90,Kansas City Kings,91,Box Score,,"11,009",,Kemper Arena,
"Wed, Feb 4, 1981",San Diego Clippers,110,New Jersey Nets,102,Box Score,,"6,888",,Rutgers Athletic Center,
"Wed, Feb 4, 1981",Boston Celtics,104,Philadelphia 76ers,107,Box Score,,"18,276",2:18,The Spectrum,
"Wed, Feb 4, 1981",Utah Jazz,89,Phoenix Suns,114,Box Score,,"11,571",,Arizona Veterans Memorial Coliseum,
"Wed, Feb 4, 1981",Washington Bullets,99,Seattle SuperSonics,108,Box Score,,"13,656",,Seattle Kingdome,
"Thu, Feb 5, 1981",Boston Celtics,103,Milwaukee Bucks,113,Box Score,,"11,052",2:15,MECCA Arena,
"Fri, Feb 6, 1981",Indiana Pacers,98,Boston Celtics,111,Box Score,,"15,320",1:55,Boston Garden,
"Fri, Feb 6, 1981",New York Knicks,112,Chicago Bulls,94,Box Score,,"10,247",,Chicago Stadium,
"Fri, Feb 6, 1981",Milwaukee Bucks,103,Cleveland Cavaliers,99,Box Score,,"7,179",2:10,Coliseum at Richfield,
"Fri, Feb 6, 1981",Atlanta Hawks,100,Dallas Mavericks,98,Box Score,,"6,882",,Reunion Arena,
"Fri, Feb 6, 1981",Los Angeles Lakers,111,Detroit Pistons,102,Box Score,,"12,205",,Pontiac Silverdome,
"Fri, Feb 6, 1981",Washington Bullets,116,Golden State Warriors,110,Box Score,,"8,958",,Oakland-Alameda County Coliseum Arena,
"Fri, Feb 6, 1981",San Diego Clippers,113,Philadelphia 76ers,129,Box Score,,"10,105",,The Spectrum,
"Fri, Feb 6, 1981",Houston Rockets,99,Phoenix Suns,112,Box Score,,"12,090",,Arizona Veterans Memorial Coliseum,
"Fri, Feb 6, 1981",Portland Trail Blazers,96,San Antonio Spurs,122,Box Score,,"11,342",,HemisFair Arena,
"Fri, Feb 6, 1981",Kansas City Kings,102,Seattle SuperSonics,92,Box Score,,"14,228",,Seattle Kingdome,
"Fri, Feb 6, 1981",Denver Nuggets,120,Utah Jazz,116,Box Score,,"8,037",,Salt Palace,
"Sat, Feb 7, 1981",Detroit Pistons,90,Chicago Bulls,98,Box Score,,"9,442",,Chicago Stadium,
"Sat, Feb 7, 1981",Golden State Warriors,125,Denver Nuggets,135,Box Score,,"10,453",,McNichols Sports Arena,
"Sat, Feb 7, 1981",Atlanta Hawks,81,Houston Rockets,87,Box Score,,"8,723",,The Summit,
"Sat, Feb 7, 1981",Cleveland Cavaliers,96,Indiana Pacers,99,Box Score,,"11,319",,Market Square Arena,
"Sat, Feb 7, 1981",New Jersey Nets,106,New York Knicks,113,Box Score,,"12,138",,Madison Square Garden (IV),
"Sat, Feb 7, 1981",Utah Jazz,89,Seattle SuperSonics,96,Box Score,,"17,888",,Seattle Kingdome,
"Sun, Feb 8, 1981",San Diego Clippers,107,Boston Celtics,123,Box Score,,"15,320",2:34,Boston Garden,
"Sun, Feb 8, 1981",Indiana Pacers,124,Detroit Pistons,101,Box Score,,"3,629",,Pontiac Silverdome,
"Sun, Feb 8, 1981",Utah Jazz,101,Golden State Warriors,107,Box Score,,"8,362",,Oakland-Alameda County Coliseum Arena,
"Sun, Feb 8, 1981",Chicago Bulls,109,Milwaukee Bucks,128,Box Score,,"11,052",,MECCA Arena,
"Sun, Feb 8, 1981",New York Knicks,116,New Jersey Nets,102,Box Score,,"8,925",,Rutgers Athletic Center,
"Sun, Feb 8, 1981",Los Angeles Lakers,99,Philadelphia 76ers,102,Box Score,,"18,276",,The Spectrum,
"Sun, Feb 8, 1981",Washington Bullets,107,Phoenix Suns,113,Box Score,OT,"12,396",,Arizona Veterans Memorial Coliseum,
"Sun, Feb 8, 1981",Kansas City Kings,123,Portland Trail Blazers,129,Box Score,OT,"12,666",,Memorial Coliseum,
"Sun, Feb 8, 1981",Dallas Mavericks,98,San Antonio Spurs,102,Box Score,,"8,918",,HemisFair Arena,
"Sun, Feb 8, 1981",Denver Nuggets,112,Seattle SuperSonics,133,Box Score,,"13,849",,Seattle Kingdome,
"Tue, Feb 10, 1981",Golden State Warriors,108,Atlanta Hawks,116,Box Score,,"8,715",,Omni Coliseum,
"Tue, Feb 10, 1981",Kansas City Kings,115,Chicago Bulls,116,Box Score,,"4,647",,Chicago Stadium,
"Tue, Feb 10, 1981",Detroit Pistons,101,Dallas Mavericks,95,Box Score,,"5,047",,Reunion Arena,
"Tue, Feb 10, 1981",Washington Bullets,115,Denver Nuggets,110,Box Score,,"7,794",,McNichols Sports Arena,
"Tue, Feb 10, 1981",Phoenix Suns,107,San Diego Clippers,93,Box Score,,"8,798",,San Diego Sports Arena,
"Tue, Feb 10, 1981",Boston Celtics,107,Seattle SuperSonics,108,Box Score,OT,"17,011",2:15,Seattle Kingdome,
"Wed, Feb 11, 1981",San Antonio Spurs,89,Houston Rockets,108,Box Score,,"8,295",,The Summit,
"Wed, Feb 11, 1981",Milwaukee Bucks,107,Indiana Pacers,101,Box Score,,"11,817",2:11,Market Square Arena,
"Wed, Feb 11, 1981",Utah Jazz,87,Kansas City Kings,99,Box Score,,"8,145",,Kemper Arena,
"Wed, Feb 11, 1981",Boston Celtics,105,Los Angeles Lakers,91,Box Score,,"17,505",1:58,The Forum,
"Wed, Feb 11, 1981",Chicago Bulls,133,New Jersey Nets,135,Box Score,OT,"6,934",,Rutgers Athletic Center,
"Wed, Feb 11, 1981",Cleveland Cavaliers,120,Philadelphia 76ers,122,Box Score,OT,"8,993",,The Spectrum,
"Wed, Feb 11, 1981",Dallas Mavericks,97,Phoenix Suns,119,Box Score,,"10,357",,Arizona Veterans Memorial Coliseum,
"Thu, Feb 12, 1981",New York Knicks,122,Cleveland Cavaliers,111,Box Score,,"4,639",,Coliseum at Richfield,
"Thu, Feb 12, 1981",Seattle SuperSonics,112,Portland Trail Blazers,109,Box Score,,"12,666",,Memorial Coliseum,
"Thu, Feb 12, 1981",Atlanta Hawks,109,San Antonio Spurs,110,Box Score,,"8,604",,HemisFair Arena,
"Fri, Feb 13, 1981",Portland Trail Blazers,143,Denver Nuggets,162,Box Score,,"11,781",,McNichols Sports Arena,
"Fri, Feb 13, 1981",Los Angeles Lakers,114,Houston Rockets,105,Box Score,,"13,985",,The Summit,
